TransactionID,Amount,TransactionType,AccountAge,CustomerLocation,DeviceType,TimeOfTransaction,DayOfWeek,TransactionSpeed,NumberOfLogins,CardType,MerchantCategory,Country,IsWeekend,Fraud
2129,4409.76,ATM,4,Suburban,Desktop,21,Wednesday,56.936693045650344,8,Debit,Others,USA,1,0
2130,2138.02,POS,64,Suburban,Mobile,21,Friday,32.35887198419385,6,Credit,Electronics,Australia,0,0
2131,812.0,ATM,116,Urban,Desktop,2,Monday,55.806651526937365,7,Debit,Electronics,Germany,1,0
2132,64.02,BankTransfer,119,Suburban,Tablet,10,Saturday,43.5370331628598,8,Debit,Electronics,Australia,1,0
2133,2799.22,Online,90,Urban,Mobile,10,Wednesday,15.947091766935541,3,Debit,Entertainment,Canada,0,0
2134,2637.47,POS,16,Suburban,Desktop,15,Tuesday,55.71240058554119,5,Prepaid,Electronics,UK,1,0
2135,3597.05,BankTransfer,10,Rural,Mobile,2,Friday,40.0798462532943,7,Debit,Clothing,Australia,0,1
2136,4451.4,Online,109,Suburban,Tablet,8,Tuesday,24.904346371283765,9,Credit,Groceries,USA,1,0
2137,397.95,BankTransfer,66,Rural,Mobile,2,Saturday,40.84650086256415,6,Debit,Clothing,Germany,1,0
2138,3657.75,POS,35,Urban,Tablet,18,Friday,24.13863838185068,1,Prepaid,Entertainment,USA,0,0
2139,937.87,POS,83,Rural,Mobile,10,Monday,6.939607702478759,8,Debit,Electronics,Canada,1,0
2140,4291.03,BankTransfer,6,Suburban,Desktop,13,Wednesday,43.1668269558963,6,Credit,Others,USA,1,0
2141,4095.5,Online,19,Rural,Tablet,1,Sunday,49.46284796902755,1,Debit,Groceries,USA,0,0
2142,2704.43,ATM,59,Urban,Mobile,6,Monday,43.755491321261324,4,Credit,Entertainment,Germany,1,0
2143,3551.5,ATM,53,Rural,Tablet,9,Friday,13.823968598624925,6,Prepaid,Clothing,Germany,1,0
2144,1572.44,BankTransfer,116,Rural,Tablet,9,Thursday,57.402437307309015,1,Credit,Electronics,USA,0,0
2145,2356.37,POS,115,Suburban,Desktop,19,Wednesday,1.6127482453002395,5,Credit,Entertainment,USA,0,0
2146,4108.36,Online,8,Suburban,Desktop,0,Tuesday,20.02784931280087,3,Prepaid,Entertainment,Australia,1,0
2147,2296.87,Online,78,Rural,Desktop,5,Friday,15.67953682864024,7,Credit,Others,Canada,1,0
2148,1789.63,POS,10,Urban,Desktop,20,Monday,2.982761034129573,8,Debit,Others,Australia,0,0
2149,2471.57,ATM,67,Rural,Tablet,13,Saturday,24.40320861002124,3,Debit,Others,Germany,1,0
2150,4141.42,Online,38,Urban,Tablet,1,Sunday,37.4245789257502,3,Credit,Clothing,Australia,0,0
2151,1676.71,BankTransfer,29,Urban,Mobile,5,Thursday,52.96491652275757,3,Debit,Others,Australia,1,0
2152,869.63,ATM,15,Urban,Mobile,0,Sunday,59.38241399986906,6,Debit,Entertainment,USA,0,0
2153,3560.36,BankTransfer,87,Rural,Mobile,2,Saturday,48.50456622562345,6,Prepaid,Entertainment,USA,0,0
2154,4130.07,ATM,23,Urban,Desktop,3,Friday,28.173963070898207,3,Credit,Entertainment,Canada,0,0
2155,504.09,POS,82,Rural,Tablet,12,Tuesday,43.449895115425136,6,Debit,Groceries,UK,0,0
2156,1200.13,BankTransfer,46,Urban,Tablet,2,Monday,50.63306493651948,9,Credit,Groceries,UK,1,0
2157,710.72,BankTransfer,83,Urban,Mobile,14,Wednesday,27.971901065479013,8,Credit,Clothing,Australia,1,1
2158,1740.36,POS,28,Rural,Mobile,12,Thursday,47.124760598127445,7,Debit,Others,Canada,0,0
2159,2252.3,BankTransfer,26,Suburban,Tablet,21,Friday,29.01087985694132,7,Prepaid,Entertainment,Canada,0,0
2160,3744.38,ATM,10,Suburban,Desktop,10,Friday,23.25110985351569,8,Prepaid,Others,Germany,0,0
2161,3256.09,Online,47,Rural,Mobile,3,Friday,31.612841183247298,7,Credit,Entertainment,USA,1,0
2162,3105.02,Online,4,Rural,Mobile,16,Friday,40.58369878386598,3,Prepaid,Groceries,Germany,0,0
2163,1762.52,POS,55,Suburban,Tablet,4,Monday,43.64023517348398,8,Debit,Entertainment,UK,1,0
2164,4207.4,ATM,66,Suburban,Tablet,20,Wednesday,21.46850250663726,8,Debit,Clothing,Canada,1,0
2165,2356.96,BankTransfer,67,Suburban,Mobile,23,Tuesday,34.32208306820649,1,Prepaid,Electronics,UK,0,0
2166,4895.55,BankTransfer,7,Rural,Mobile,7,Thursday,54.60126535741878,5,Prepaid,Entertainment,USA,1,0
2167,3171.08,Online,55,Urban,Desktop,20,Sunday,58.58114271662732,5,Credit,Clothing,USA,1,0
2168,632.2,BankTransfer,80,Rural,Desktop,23,Friday,13.712160661918874,1,Prepaid,Groceries,USA,0,0
2169,3381.21,Online,31,Suburban,Desktop,9,Saturday,11.650586826229153,6,Credit,Groceries,UK,1,0
2170,1626.19,POS,74,Urban,Desktop,6,Friday,40.63346944237605,6,Debit,Electronics,Canada,0,0
2171,3431.95,BankTransfer,19,Rural,Mobile,16,Wednesday,24.939564760824286,4,Prepaid,Others,Germany,1,0
2172,349.14,ATM,28,Suburban,Mobile,6,Wednesday,1.5509180712464083,6,Credit,Others,Canada,0,0
2173,875.23,BankTransfer,81,Rural,Mobile,23,Monday,20.87702605177232,6,Credit,Entertainment,Canada,1,0
2174,4278.83,Online,28,Urban,Desktop,18,Monday,48.4240101339879,1,Credit,Groceries,Australia,1,0
2175,1136.67,POS,19,Suburban,Mobile,8,Saturday,47.86587312995264,5,Credit,Clothing,Canada,1,0
2176,4185.37,Online,101,Rural,Tablet,23,Saturday,29.731640414113254,2,Debit,Electronics,Germany,0,0
2177,1397.1,BankTransfer,87,Urban,Desktop,1,Monday,28.407418299763364,7,Prepaid,Others,Australia,1,0
2178,3214.77,Online,20,Urban,Tablet,21,Thursday,34.81249580181921,9,Credit,Entertainment,Canada,1,0
2179,3471.06,Online,13,Rural,Desktop,19,Saturday,13.241862962758203,9,Prepaid,Entertainment,Australia,1,0
2180,2563.76,POS,77,Urban,Mobile,18,Monday,31.610013130968234,9,Prepaid,Groceries,Canada,0,0
2181,1527.25,ATM,43,Suburban,Desktop,5,Friday,0.7616769673932382,7,Debit,Clothing,USA,0,0
2182,1064.01,BankTransfer,11,Urban,Tablet,9,Monday,28.586017331509712,7,Prepaid,Clothing,USA,0,0
2183,166.91,POS,48,Rural,Desktop,12,Sunday,20.229457670410497,1,Debit,Others,Canada,1,0
2184,1520.43,ATM,15,Suburban,Tablet,1,Thursday,40.52468939362921,6,Debit,Entertainment,Australia,1,0
2185,3266.16,Online,17,Urban,Mobile,9,Monday,38.33737969074239,5,Credit,Groceries,Germany,0,0
2186,4691.59,ATM,54,Urban,Tablet,9,Monday,22.91206922295026,8,Debit,Clothing,USA,0,0
2187,4356.15,Online,50,Suburban,Mobile,4,Friday,0.5356515905676349,8,Credit,Entertainment,Australia,1,0
2188,3830.56,Online,28,Suburban,Tablet,21,Saturday,15.211190400758131,4,Debit,Clothing,Germany,1,0
2189,3942.45,POS,83,Urban,Mobile,3,Friday,38.03753622633082,1,Debit,Electronics,Australia,1,0
2190,3325.26,Online,4,Suburban,Tablet,22,Sunday,4.435163246748521,6,Prepaid,Clothing,Canada,0,0
2191,1302.17,POS,22,Rural,Mobile,1,Sunday,6.547781067824483,1,Credit,Clothing,USA,1,0
2192,4536.07,ATM,86,Urban,Mobile,6,Friday,38.857397971568524,5,Prepaid,Entertainment,USA,0,0
2193,3353.99,ATM,119,Rural,Mobile,17,Monday,45.37046731686261,5,Debit,Clothing,USA,0,0
2194,2802.64,Online,101,Urban,Tablet,16,Friday,19.360827509961457,3,Credit,Clothing,Canada,0,0
2195,555.84,POS,39,Rural,Tablet,10,Wednesday,29.431416624442058,5,Debit,Electronics,Germany,0,0
2196,2235.83,Online,34,Rural,Mobile,20,Tuesday,56.74811076252115,6,Debit,Clothing,Germany,1,0
2197,2302.33,POS,97,Suburban,Desktop,17,Tuesday,56.73805937434057,5,Prepaid,Clothing,USA,0,0
2198,4322.95,POS,44,Urban,Mobile,7,Friday,18.519416190359465,1,Credit,Entertainment,Germany,1,0
2199,2733.69,POS,42,Suburban,Desktop,11,Saturday,48.618273713523706,7,Credit,Groceries,USA,0,0
2200,1902.62,ATM,40,Suburban,Mobile,23,Thursday,35.67724876313084,3,Credit,Electronics,Germany,0,0
2201,4884.02,POS,97,Urban,Tablet,0,Sunday,58.53152115168776,7,Debit,Clothing,USA,0,0
2202,554.49,ATM,12,Rural,Desktop,19,Friday,28.70905282569468,5,Credit,Groceries,Germany,0,1
2203,2113.32,POS,2,Urban,Tablet,20,Saturday,46.50494139413214,3,Debit,Entertainment,Australia,1,0
2204,211.08,ATM,28,Urban,Desktop,11,Friday,46.11141406393077,6,Debit,Electronics,USA,1,0
2205,3699.78,BankTransfer,74,Urban,Desktop,5,Monday,29.896228771221264,1,Debit,Entertainment,USA,1,0
2206,4590.46,ATM,86,Suburban,Desktop,2,Sunday,47.75824384640874,6,Credit,Groceries,UK,1,0
2207,1400.91,ATM,81,Urban,Desktop,4,Sunday,15.736315965089089,4,Prepaid,Electronics,USA,0,0
2208,4291.85,Online,90,Urban,Tablet,13,Saturday,7.42295687378471,4,Debit,Clothing,Germany,1,0
2209,1461.8,POS,67,Urban,Desktop,11,Sunday,25.567308304853444,5,Prepaid,Groceries,Australia,1,0
2210,4553.94,BankTransfer,71,Rural,Mobile,12,Thursday,56.62347633235172,9,Credit,Entertainment,Australia,0,0
2211,3770.06,Online,108,Rural,Mobile,12,Friday,30.094602031331473,1,Credit,Electronics,Germany,0,1
2212,4024.73,POS,72,Rural,Desktop,16,Wednesday,38.15202240495093,3,Credit,Groceries,Canada,0,1
2213,91.01,BankTransfer,84,Rural,Tablet,23,Saturday,37.48733110888173,4,Credit,Groceries,USA,1,0
2214,4814.09,BankTransfer,76,Suburban,Tablet,14,Tuesday,8.041114749444873,2,Credit,Entertainment,Australia,1,0
2215,3633.63,BankTransfer,99,Suburban,Desktop,5,Saturday,23.478783254394898,9,Prepaid,Entertainment,Germany,0,0
2216,1524.45,POS,81,Urban,Tablet,11,Wednesday,42.4456444780203,7,Credit,Clothing,Australia,1,0
2217,4147.14,BankTransfer,92,Suburban,Tablet,1,Sunday,58.32220690498551,1,Credit,Clothing,Australia,0,0
2218,1408.32,BankTransfer,105,Rural,Tablet,3,Wednesday,10.164262523991866,9,Credit,Groceries,Germany,0,0
2219,4363.9,Online,10,Urban,Desktop,19,Sunday,24.685469231313064,6,Credit,Entertainment,UK,1,0
2220,563.79,ATM,86,Urban,Mobile,20,Wednesday,5.796118608183488,2,Credit,Groceries,Australia,0,0
2221,3518.73,POS,102,Rural,Mobile,11,Thursday,14.618349932990435,1,Debit,Others,Australia,1,1
2222,2703.95,ATM,57,Rural,Mobile,2,Thursday,22.6678846652364,6,Debit,Entertainment,Canada,0,0
2223,483.58,Online,97,Rural,Mobile,16,Saturday,32.48453055234579,7,Prepaid,Others,UK,0,0
2224,1210.23,ATM,86,Suburban,Mobile,5,Thursday,13.910956246120948,6,Credit,Others,Canada,0,0
2225,63.01,BankTransfer,108,Urban,Tablet,23,Tuesday,13.731003404603275,7,Prepaid,Entertainment,Germany,0,0
2226,2344.37,BankTransfer,37,Rural,Tablet,16,Sunday,46.69201575049821,6,Prepaid,Clothing,USA,1,0
2227,1507.03,POS,77,Urban,Tablet,16,Monday,57.76223561051819,8,Credit,Groceries,Germany,0,0
2228,2992.19,POS,91,Urban,Desktop,10,Saturday,19.48441676831223,2,Credit,Electronics,UK,0,0
2229,1486.89,POS,64,Suburban,Tablet,22,Friday,41.310721916277245,9,Debit,Electronics,Germany,1,0
2230,1500.3,Online,79,Urban,Mobile,6,Friday,15.559019635339451,9,Credit,Entertainment,UK,0,0
2231,3716.22,POS,86,Rural,Tablet,1,Saturday,55.68434007244136,9,Debit,Clothing,Canada,1,0
2232,241.67,Online,94,Rural,Mobile,18,Monday,40.40685137390736,7,Prepaid,Clothing,Australia,1,0
2233,4514.57,BankTransfer,107,Urban,Tablet,1,Friday,48.18034359279044,9,Prepaid,Clothing,Germany,1,0
2234,4261.47,ATM,40,Urban,Mobile,21,Saturday,3.0563071876299723,1,Debit,Electronics,Germany,0,0
2235,3339.36,BankTransfer,101,Suburban,Tablet,12,Saturday,35.950507497613415,3,Debit,Others,Australia,1,0
2236,2966.51,BankTransfer,98,Rural,Mobile,23,Wednesday,31.703978648367098,2,Credit,Electronics,Germany,0,0
2237,4461.62,BankTransfer,108,Rural,Mobile,23,Tuesday,17.650514724000768,1,Debit,Clothing,Germany,1,0
2238,927.47,POS,60,Urban,Desktop,15,Friday,15.819556104933351,5,Debit,Electronics,USA,1,0
2239,395.77,POS,98,Urban,Tablet,16,Tuesday,34.843485658786484,1,Credit,Electronics,USA,1,0
2240,1198.31,POS,48,Urban,Mobile,10,Sunday,42.41848953693279,3,Prepaid,Groceries,Australia,0,1
2241,3973.1,ATM,117,Rural,Tablet,8,Saturday,2.0870481464078185,6,Debit,Entertainment,Canada,1,0
2242,174.32,POS,99,Urban,Mobile,23,Monday,34.087354757229896,6,Credit,Others,Germany,1,0
2243,2914.45,Online,106,Suburban,Desktop,8,Saturday,10.310525783903055,3,Credit,Groceries,Germany,0,0
2244,4977.19,BankTransfer,19,Suburban,Desktop,13,Friday,8.507727610027423,4,Debit,Entertainment,Canada,1,0
2245,4278.62,ATM,72,Urban,Desktop,12,Tuesday,37.424857336871604,7,Prepaid,Clothing,Germany,1,0
2246,2607.71,ATM,103,Suburban,Desktop,10,Wednesday,18.721120021326637,6,Credit,Groceries,Canada,1,0
2247,319.14,ATM,33,Suburban,Mobile,11,Wednesday,26.508725964778357,2,Debit,Entertainment,Australia,0,0
2248,4157.04,ATM,44,Suburban,Tablet,21,Saturday,21.6639286854424,9,Prepaid,Groceries,Australia,1,0
2249,2995.29,ATM,92,Suburban,Desktop,2,Monday,38.935345577136175,6,Debit,Electronics,Canada,0,0
2250,575.55,Online,37,Suburban,Desktop,0,Sunday,28.260173987381485,2,Credit,Electronics,Canada,0,1
2251,470.19,BankTransfer,112,Rural,Desktop,7,Thursday,57.811173856073054,7,Credit,Groceries,UK,0,0
2252,4548.22,ATM,89,Urban,Tablet,18,Friday,21.207727270477275,4,Credit,Groceries,USA,1,0
2253,3346.33,BankTransfer,36,Suburban,Mobile,12,Saturday,44.44303198174383,1,Debit,Others,USA,1,0
2254,4146.6,POS,81,Urban,Mobile,6,Wednesday,15.511824798224367,9,Credit,Clothing,Germany,0,0
2255,4395.02,ATM,88,Suburban,Mobile,12,Wednesday,30.574310248306197,8,Debit,Electronics,Germany,0,0
2256,2859.29,ATM,21,Rural,Mobile,5,Monday,33.19892813892722,5,Prepaid,Groceries,Canada,0,0
2257,2587.71,BankTransfer,2,Rural,Tablet,2,Wednesday,19.813645935657657,3,Prepaid,Entertainment,Canada,1,0
2258,2152.71,ATM,31,Suburban,Tablet,5,Friday,28.359653681866483,4,Prepaid,Clothing,USA,1,0
2259,1585.42,ATM,108,Suburban,Tablet,2,Monday,16.82879041011968,3,Prepaid,Entertainment,Germany,1,1
2260,2173.55,ATM,97,Suburban,Desktop,12,Tuesday,0.45944682227152134,8,Credit,Clothing,USA,0,0
2261,3869.62,Online,30,Rural,Tablet,12,Monday,13.017333268108935,5,Credit,Entertainment,Australia,0,0
2262,3010.02,Online,76,Rural,Mobile,12,Sunday,42.03384393234272,8,Debit,Electronics,USA,0,0
2263,4462.72,ATM,44,Urban,Tablet,0,Friday,46.28068516667408,1,Prepaid,Groceries,USA,1,0
2264,2217.46,Online,12,Rural,Desktop,7,Sunday,16.884151741621306,9,Prepaid,Groceries,Canada,1,0
2265,3035.84,POS,51,Suburban,Mobile,4,Friday,24.541775629202508,3,Debit,Others,Germany,1,0
2266,3156.91,ATM,49,Urban,Tablet,19,Tuesday,2.3382030423028044,1,Debit,Groceries,Australia,0,0
2267,2958.89,POS,116,Rural,Mobile,16,Saturday,14.300067775751065,3,Debit,Electronics,USA,1,0
2268,3513.47,BankTransfer,24,Rural,Mobile,8,Monday,46.77523507400072,2,Debit,Clothing,USA,1,0
2269,1187.93,POS,24,Suburban,Tablet,12,Friday,36.39857758887693,7,Prepaid,Clothing,Canada,0,0
2270,2562.31,BankTransfer,60,Urban,Tablet,12,Friday,12.425654265066846,4,Credit,Groceries,UK,1,0
2271,522.02,ATM,11,Rural,Desktop,4,Tuesday,15.520775507833685,7,Prepaid,Entertainment,Germany,1,0
2272,1923.17,BankTransfer,13,Rural,Tablet,13,Thursday,49.02644117707465,3,Debit,Groceries,Germany,1,0
2273,2438.85,BankTransfer,91,Suburban,Tablet,10,Monday,12.624143756399558,6,Credit,Clothing,Germany,1,0
2274,3261.47,POS,72,Urban,Tablet,13,Friday,20.11604777824316,7,Prepaid,Others,USA,0,0
2275,4752.7,POS,74,Urban,Mobile,6,Wednesday,39.89508563011319,7,Debit,Clothing,USA,0,0
2276,3003.65,POS,72,Urban,Desktop,23,Tuesday,33.710631903913914,5,Credit,Entertainment,USA,0,0
2277,3718.23,ATM,64,Urban,Mobile,16,Thursday,27.706125293505476,6,Credit,Entertainment,UK,0,0
2278,2531.82,ATM,20,Suburban,Tablet,3,Thursday,53.99449134968668,3,Debit,Others,USA,1,0
2279,3170.89,POS,72,Rural,Desktop,9,Tuesday,13.260656716631594,4,Credit,Entertainment,Germany,0,0
2280,355.59,ATM,73,Rural,Tablet,9,Thursday,44.51105146269369,6,Prepaid,Groceries,Germany,0,0
2281,1272.7,ATM,71,Urban,Mobile,14,Friday,9.627924053029181,3,Prepaid,Groceries,Canada,0,0
2282,1809.9,BankTransfer,78,Urban,Mobile,19,Thursday,36.9824566255805,7,Prepaid,Clothing,UK,0,0
2283,2362.99,BankTransfer,28,Urban,Tablet,11,Monday,52.25035144833766,3,Credit,Electronics,Australia,1,0
2284,229.2,POS,2,Rural,Desktop,8,Wednesday,27.52831695014046,9,Credit,Groceries,USA,0,0
2285,700.98,ATM,43,Rural,Mobile,2,Friday,43.4852409807606,4,Debit,Groceries,Australia,1,0
2286,1384.79,BankTransfer,8,Urban,Tablet,14,Tuesday,49.24156184463939,2,Debit,Others,USA,1,0
2287,4857.69,Online,13,Suburban,Tablet,11,Wednesday,8.247982850168404,6,Credit,Groceries,UK,1,0
2288,1657.4,ATM,85,Rural,Tablet,14,Saturday,42.37903102739839,9,Prepaid,Clothing,UK,0,0
2289,2410.72,Online,111,Rural,Desktop,0,Friday,55.19847733692171,2,Credit,Others,Germany,1,0
2290,981.29,POS,92,Urban,Tablet,14,Wednesday,34.6245995303471,4,Prepaid,Groceries,UK,0,0
2291,3054.29,ATM,35,Suburban,Tablet,10,Thursday,11.248722447272486,5,Debit,Clothing,Australia,0,0
2292,1404.14,POS,23,Urban,Mobile,4,Saturday,7.703857642177684,9,Credit,Others,Australia,1,0
2293,1035.76,POS,46,Urban,Tablet,6,Tuesday,15.658146294958199,7,Credit,Electronics,UK,1,1
2294,2583.35,POS,15,Suburban,Desktop,11,Tuesday,6.300444814099285,5,Credit,Clothing,Australia,1,1
2295,28.52,POS,2,Suburban,Tablet,19,Monday,30.852304887944342,6,Prepaid,Groceries,USA,1,0
2296,39.31,POS,61,Suburban,Desktop,5,Thursday,4.275310494133401,9,Debit,Others,Canada,1,0
2297,1096.12,ATM,115,Rural,Tablet,21,Monday,13.481937015709963,4,Prepaid,Electronics,Germany,1,0
2298,184.57,Online,76,Urban,Tablet,2,Monday,26.45063559034164,2,Debit,Clothing,Canada,0,0
2299,541.02,ATM,64,Rural,Tablet,9,Thursday,28.487493549081087,5,Prepaid,Electronics,Australia,0,0
2300,1694.96,ATM,52,Suburban,Desktop,20,Friday,33.96736926030317,7,Debit,Clothing,Germany,1,0
2301,4013.13,ATM,36,Rural,Mobile,21,Saturday,42.36633626876852,4,Prepaid,Groceries,Canada,0,0
2302,2860.67,BankTransfer,67,Suburban,Desktop,3,Sunday,2.928995515961505,1,Credit,Clothing,Canada,0,0
2303,2563.83,BankTransfer,69,Suburban,Mobile,12,Monday,4.929195035329416,8,Prepaid,Groceries,Australia,0,0
2304,1468.15,ATM,67,Urban,Desktop,18,Wednesday,3.7454631931063664,5,Credit,Clothing,Germany,0,0
2305,4658.84,Online,47,Urban,Tablet,4,Saturday,25.44670389634813,2,Credit,Others,Germany,0,0
2306,1985.68,ATM,83,Urban,Tablet,22,Friday,2.606691898487765,3,Credit,Clothing,Canada,1,0
2307,436.38,POS,2,Rural,Mobile,21,Thursday,44.79026788319644,5,Prepaid,Clothing,Germany,1,0
2308,3085.72,BankTransfer,44,Urban,Mobile,17,Tuesday,13.457710844204822,4,Credit,Entertainment,Germany,0,0
2309,570.08,BankTransfer,101,Suburban,Desktop,0,Friday,56.35882834806853,9,Prepaid,Entertainment,USA,0,0
2310,1726.77,ATM,64,Urban,Desktop,20,Monday,29.235584930316975,9,Debit,Clothing,Australia,1,0
2311,2537.55,ATM,118,Rural,Mobile,20,Wednesday,26.834912571287877,8,Prepaid,Entertainment,Australia,1,0
2312,4371.24,Online,81,Urban,Mobile,15,Saturday,46.85426768910607,2,Prepaid,Groceries,USA,0,0
2313,2468.24,Online,78,Urban,Desktop,15,Thursday,42.81792363519017,5,Prepaid,Entertainment,Canada,1,0
2314,3511.59,POS,28,Urban,Mobile,15,Tuesday,36.47781155279376,8,Debit,Clothing,UK,1,0
2315,4964.09,ATM,91,Rural,Mobile,21,Saturday,56.11528770439716,8,Debit,Electronics,Canada,0,0
2316,658.31,ATM,54,Suburban,Mobile,18,Wednesday,25.393329733125913,7,Debit,Electronics,USA,0,0
2317,1374.38,ATM,74,Suburban,Mobile,15,Sunday,48.53104737875996,4,Credit,Clothing,Germany,1,0
2318,1973.49,BankTransfer,67,Suburban,Tablet,0,Tuesday,22.86756745017453,3,Prepaid,Clothing,USA,0,0
2319,2109.72,POS,36,Urban,Tablet,19,Thursday,50.31690589033668,8,Prepaid,Electronics,Australia,0,0
2320,2055.69,Online,102,Urban,Mobile,19,Saturday,15.64253027506152,8,Credit,Others,Germany,0,0
2321,4538.15,BankTransfer,63,Rural,Desktop,9,Friday,17.427097662878346,5,Credit,Entertainment,Canada,0,0
2322,3570.45,BankTransfer,25,Suburban,Tablet,1,Monday,40.70438508764549,3,Prepaid,Others,Germany,1,0
2323,3039.92,BankTransfer,86,Urban,Desktop,13,Thursday,12.841526367612602,5,Credit,Groceries,Australia,0,0
2324,1547.55,BankTransfer,48,Urban,Desktop,7,Wednesday,13.826335802823182,4,Credit,Electronics,USA,1,1
2325,4119.13,POS,39,Urban,Tablet,5,Friday,18.385219498143144,8,Debit,Electronics,Canada,0,0
2326,4775.35,ATM,47,Rural,Desktop,2,Saturday,40.76783330265651,2,Credit,Others,UK,0,0
2327,4106.17,Online,94,Suburban,Desktop,15,Tuesday,53.374346736151594,8,Credit,Groceries,UK,0,0
2328,8.82,Online,21,Rural,Mobile,16,Friday,40.5066023025065,6,Prepaid,Others,USA,0,1
2329,3182.37,BankTransfer,30,Suburban,Mobile,11,Friday,49.6860732362131,4,Credit,Groceries,Canada,0,0
2330,256.63,BankTransfer,92,Suburban,Mobile,18,Wednesday,32.65927932269874,3,Credit,Clothing,Canada,0,0
2331,1288.78,POS,31,Urban,Tablet,23,Monday,4.228500958574202,5,Credit,Clothing,Germany,0,0
2332,298.56,BankTransfer,116,Urban,Mobile,19,Sunday,6.117926069359189,6,Debit,Electronics,USA,0,0
2333,3019.37,Online,26,Urban,Desktop,2,Friday,33.30807950417824,1,Prepaid,Clothing,Germany,1,0
2334,3433.26,Online,107,Urban,Desktop,12,Friday,19.735278021662367,1,Debit,Others,USA,1,0
2335,573.32,ATM,22,Urban,Desktop,15,Monday,13.312027610852864,3,Credit,Groceries,Australia,1,1
2336,1919.81,ATM,21,Suburban,Desktop,10,Monday,28.028789945426986,2,Prepaid,Electronics,USA,1,0
2337,2281.73,Online,1,Urban,Desktop,19,Tuesday,40.023154780167665,1,Prepaid,Clothing,Germany,1,0
2338,1845.9,Online,37,Urban,Tablet,15,Saturday,23.16101766937792,8,Credit,Electronics,Canada,0,0
2339,606.0,POS,77,Rural,Desktop,19,Tuesday,48.172281203724765,1,Debit,Electronics,USA,0,0
2340,2095.32,POS,85,Rural,Tablet,1,Monday,44.337542469626484,8,Credit,Groceries,Canada,0,0
2341,3756.14,Online,46,Suburban,Desktop,3,Sunday,44.12140144135805,5,Debit,Others,Australia,0,0
2342,355.97,BankTransfer,9,Suburban,Tablet,3,Thursday,59.11286241167557,4,Credit,Others,UK,1,0
2343,401.82,ATM,17,Rural,Tablet,16,Monday,17.784275644560925,8,Prepaid,Entertainment,UK,1,0
2344,1774.5,Online,47,Rural,Desktop,0,Tuesday,38.71906262181962,8,Prepaid,Others,Germany,1,0
2345,4708.69,BankTransfer,85,Urban,Desktop,0,Wednesday,51.34315257560278,8,Debit,Clothing,USA,1,0
2346,3343.19,Online,95,Urban,Desktop,4,Wednesday,34.81351359144327,3,Credit,Entertainment,Australia,0,0
2347,3393.67,ATM,103,Suburban,Desktop,21,Saturday,47.391180349312016,8,Debit,Entertainment,Australia,0,0
2348,1810.24,ATM,59,Rural,Mobile,11,Friday,24.925685931810747,1,Prepaid,Entertainment,Canada,0,0
2349,2968.71,POS,54,Suburban,Mobile,5,Sunday,35.4704316047228,4,Prepaid,Entertainment,Germany,1,0
2350,51.65,POS,86,Urban,Tablet,5,Wednesday,3.434416928979264,5,Debit,Others,Australia,1,0
2351,3180.84,POS,12,Suburban,Tablet,16,Tuesday,59.14747958890632,6,Debit,Entertainment,USA,0,0
2352,4566.52,POS,64,Suburban,Mobile,21,Wednesday,48.02110703876019,5,Debit,Clothing,Australia,0,0
2353,3063.25,ATM,119,Suburban,Tablet,12,Sunday,52.14166339072383,5,Debit,Clothing,UK,0,0
2354,4368.62,BankTransfer,6,Urban,Desktop,7,Sunday,41.688227260762474,5,Debit,Electronics,Germany,1,0
2355,3620.14,BankTransfer,53,Suburban,Tablet,23,Thursday,11.244396965241098,9,Credit,Clothing,Canada,1,0
2356,603.67,BankTransfer,16,Urban,Tablet,11,Monday,1.9586037008401327,3,Debit,Electronics,USA,0,0
2357,4512.36,Online,90,Rural,Tablet,14,Monday,51.892930803387216,2,Debit,Clothing,UK,1,0
2358,333.15,POS,5,Suburban,Mobile,18,Tuesday,23.840206158793773,2,Prepaid,Entertainment,Australia,0,0
2359,2670.3,POS,73,Suburban,Mobile,20,Friday,15.905506074791203,8,Prepaid,Groceries,Germany,0,0
2360,711.54,ATM,46,Urban,Tablet,19,Sunday,33.74421023445277,5,Credit,Entertainment,Germany,0,0
2361,59.52,ATM,104,Suburban,Desktop,16,Monday,25.31182149629559,5,Debit,Others,USA,1,0
2362,2110.75,Online,14,Urban,Tablet,8,Wednesday,39.13479314168467,6,Debit,Electronics,Canada,1,0
2363,1475.91,Online,44,Suburban,Mobile,20,Sunday,29.079214659965366,9,Prepaid,Groceries,UK,1,0
2364,2430.52,BankTransfer,63,Rural,Desktop,17,Thursday,41.86426511237221,7,Prepaid,Clothing,Canada,1,0
2365,2886.42,ATM,106,Rural,Tablet,1,Friday,51.22005384359766,5,Prepaid,Entertainment,USA,1,0
2366,219.65,POS,94,Rural,Mobile,10,Friday,11.813864956251763,5,Debit,Electronics,USA,0,0
2367,615.89,BankTransfer,52,Suburban,Desktop,22,Friday,19.833029545872662,9,Debit,Electronics,UK,0,0
2368,2793.65,POS,116,Suburban,Tablet,19,Monday,26.26525363558127,9,Credit,Clothing,Germany,1,0
2369,1716.49,BankTransfer,26,Rural,Mobile,16,Saturday,57.72730103685553,2,Prepaid,Electronics,Germany,1,0
